disease	drug	proximity	pval	similarity	adjusted_similarity
Multiple Myeloma	choline magnesium trisalicylate	0.5	0.00209685240557837	0.875	0.992252128169256
Multiple Myeloma	chondroitin sulfate	1	0.0289982506105289	0.75	0.360314342149885
Multiple Myeloma	coagulation factor ix (recombinant)	1	0.0117578638434822	0.75	0.360314342149885
Multiple Myeloma	coagulation factor ix human	1	0.00639707339047801	0.75	0.360314342149885
Multiple Myeloma	collagenase clostridium histolyticum	0.75	0.0178644205628166	0.8125	0.980720277500321
Multiple Myeloma	conestat alfa	1	0.00525141218176996	0.75	0.360314342149885
Multiple Myeloma	copper	1.24264705882353	0.0137459524484738	0.689338235294118	0.234941146705668
Multiple Myeloma	curcumin	0.6	0.00188704047212934	0.85	0.60491808451896
Multiple Myeloma	cyanocobalamin	0.833333333333333	8.3024858354205e-09	0.791666666666667	0.973952942072859
Multiple Myeloma	cyclizine	1	0.0457733475177655	0.75	0.360314342149885
Multiple Myeloma	cyclophosphamide	0	0.00358432786859548	1	0.99876963137617
Multiple Myeloma	cystine	1.33333333333333	0.00231392681328721	0.666666666666668	0.855054433721835
Multiple Myeloma	d-alpha-tocopherol acetate	1	0.00291996759719845	0.75	0.952840305984318
Multiple Myeloma	dabigatran etexilate	0	0.00775945165858701	1	0.99876963137617
Multiple Myeloma	dactinomycin	0.5	0.0208923862972785	0.875	0.992252128169256
Multiple Myeloma	dalteparin	1	0.0159179890905724	0.75	0.360314342149885
Multiple Myeloma	dasatinib	1	0.0332894490973783	0.75	0.360314342149885
Multiple Myeloma	daunorubicin	0.5	0.0351234551328137	0.875	0.992252128169256
Multiple Myeloma	denosumab	0	0.00243474799820187	1	0.99876963137617
Multiple Myeloma	dexamethasone	0.8	0.0199300164832947	0.8	0.481508419323537
Multiple Myeloma	dexibuprofen	1	0.000450465401042309	0.75	0.360314342149885
Multiple Myeloma	dexketoprofen	0.5	0.00248935403845586	0.875	0.992252128169256
Multiple Myeloma	dexrazoxane	0.5	0.0169474267623446	0.875	0.992252128169256
Multiple Myeloma	diacerein	0.777777777777778	8.76042408161632e-08	0.805555555555555	0.495389001362327
Multiple Myeloma	diclofenac	0.5	0.00307344985938943	0.875	0.992252128169256
Multiple Myeloma	diflunisal	0.5	0.00313750194961989	0.875	0.66284533862856
Multiple Myeloma	dihydrotachysterol	0	0.000370197764702743	1	0.87280601088719
Multiple Myeloma	diosmin	0	0.00914921397090576	1	0.87280601088719
Multiple Myeloma	dipyrithione	0.5	0.00742311490913355	0.875	0.992252128169256
Multiple Myeloma	doxercalciferol	0	0.000370197764702743	1	0.87280601088719
Multiple Myeloma	doxylamine	1	0.00509478218655058	0.75	0.952840305984318
Multiple Myeloma	drotrecogin alfa	0.833333333333333	8.94288330306505e-07	0.791666666666667	0.460747585570281
Multiple Myeloma	dupilumab	0	0.00638619142638237	1	0.87280601088719
Multiple Myeloma	econazole	0	0.0100851384204738	1	0.99876963137617
Multiple Myeloma	efalizumab	1.1	0.00467662995132184	0.725	0.304915215759369
Multiple Myeloma	emapalumab	0	0.000616748285248372	1	0.99876963137617
Multiple Myeloma	emedastine	1	0.0381124214262309	0.75	0.360314342149885
Multiple Myeloma	emicizumab	1	0.0388803410177362	0.75	0.360314342149885
Multiple Myeloma	encorafenib	0	4.80963440176027e-05	1	0.99876963137617
Multiple Myeloma	enoxacin	0	0.00352536455521137	1	0.99876963137617
Multiple Myeloma	entrectinib	0.833333333333333	0.0077684890553642	0.791666666666667	0.973952942072859
Multiple Myeloma	epirubicin	0.5	0.0171329066671037	0.875	0.992252128169256
Multiple Myeloma	erlotinib	0	0.00633949405061542	1	0.87280601088719
Multiple Myeloma	etanercept	0.923076923076923	0.000107806595587692	0.769230769230769	0.405718780358014
Multiple Myeloma	etodolac	0.666666666666667	0.00715146420867014	0.833333333333333	0.564472385369498
Multiple Myeloma	etoposide	0.5	0.0287165598160018	0.875	0.992252128169256
Multiple Myeloma	etoricoxib	0	0.00961878289241711	1	0.99876963137617
Multiple Myeloma	fedratinib	0.333333333333333	0.000114413399418575	0.916666666666667	0.995798525703052
Multiple Myeloma	fenofibrate	0.666666666666667	0.000269017246077993	0.833333333333333	0.985755094398624
Multiple Myeloma	fenofibric acid	0.4	9.53798064580004e-05	0.9	0.994631849826025
Multiple Myeloma	fenoprofen	0.5	0.000715367648830316	0.875	0.992252128169256
Multiple Myeloma	ferric cation	0	0.0193920583176333	1	0.99876963137617
Multiple Myeloma	ferrous gluconate	1.21428571428571	0.0250282900385017	0.696428571428573	0.247924144762365
Multiple Myeloma	ferrous glycine sulfate	1.21428571428571	0.0384779356984407	0.696428571428573	0.247924144762365
Multiple Myeloma	ferrous succinate	1.21428571428571	0.0203967957649696	0.696428571428573	0.247924144762365
Multiple Myeloma	filgrastim	0.5	0.0188455026549087	0.875	0.66284533862856
Multiple Myeloma	finafloxacin	0	0.00502677156175695	1	0.99876963137617
Multiple Myeloma	flavone	1	0.00490446813714865	0.75	0.360314342149885
Multiple Myeloma	floxuridine	0	0.00270521223383262	1	0.99876963137617
Multiple Myeloma	flufenamic acid	0.833333333333333	0.0106055617478916	0.791666666666667	0.973952942072859
Multiple Myeloma	fluorouracil	0	0.000206327751637948	1	0.87280601088719
Multiple Myeloma	flurbiprofen	0.5	0.0064366095044561	0.875	0.66284533862856
Multiple Myeloma	flutamide	0.333333333333333	0.00077454810701821	0.916666666666667	0.995798525703052
Multiple Myeloma	foreskin fibroblast (neonatal)	0.7	1.67033272327574e-06	0.825	0.543886753948152
Multiple Myeloma	foreskin keratinocyte (neonatal)	0.454545454545455	1.41510779354903e-10	0.886363636363636	0.687753229796975
Multiple Myeloma	framycetin	0	0.00016084772677813	1	0.99876963137617
Multiple Myeloma	gallium nitrate	0.75	0.00281141276033108	0.8125	0.980720277500321
Multiple Myeloma	gemtuzumab ozogamicin	1.18181818181818	0.00253514541176898	0.704545454545455	0.263366181142003
Multiple Myeloma	ginseng	0	1.28406060069129e-06	1	0.99876963137617
Multiple Myeloma	glatiramer	0	0.00336904918704121	1	0.87280601088719
Multiple Myeloma	glucosamine	0.25	1.35158130874582e-06	0.9375	0.996908136627915
Multiple Myeloma	glutathione	1.47368421052632	0.00185434023792494	0.63157894736842	0.147014591272422
Multiple Myeloma	glutathione disulfide	1	0.0314978871311783	0.75	0.360314342149885
Multiple Myeloma	glycol salicylate	0.5	0.00135897822313492	0.875	0.992252128169256
Multiple Myeloma	glycyrrhizic acid	0.5	0.00375731514211134	0.875	0.992252128169256
Multiple Myeloma	golimumab	0	0.0407019253872111	1	0.87280601088719
Multiple Myeloma	guselkumab	1	0.0341458705987967	0.75	0.952840305984318
Multiple Myeloma	human c1-esterase inhibitor	1	0.0125661759753447	0.75	0.360314342149885
Multiple Myeloma	human immunoglobulin g	1.3	0.0446854756126448	0.675	0.210153555392273
Multiple Myeloma	human thrombin	1	0.000763498121369408	0.75	0.360314342149885
Multiple Myeloma	hydroxocobalamin	1.33333333333333	0.000952865324955706	0.666666666666668	0.196654988904998
Multiple Myeloma	ibalizumab	0.333333333333333	0.000153013694386394	0.916666666666667	0.995798525703052
Multiple Myeloma	ibandronate	0	0.00270821107233604	1	0.99876963137617
Multiple Myeloma	ibritumomab tiuxetan	1.18181818181818	0.00223592003441526	0.704545454545455	0.263366181142003
Multiple Myeloma	ibuprofen	0.9	0.00108527689496199	0.775	0.419701209933772
Multiple Myeloma	icosapent	1.09090909090909	0.00243280064014391	0.727272727272728	0.935242295320285
Multiple Myeloma	idarubicin	0	0.00882864817071786	1	0.99876963137617
Multiple Myeloma	ifosfamide	0	0.0117763305755627	1	0.99876963137617
Multiple Myeloma	imatinib	0.75	0.0135759280426104	0.8125	0.980720277500321
Multiple Myeloma	imiquimod	1	0.00417798412356618	0.75	0.360314342149885
Multiple Myeloma	infliximab	0	0.0366484619376212	1	0.87280601088719
Multiple Myeloma	insulin aspart	0.5	0.0108761210269565	0.875	0.992252128169256
Multiple Myeloma	insulin degludec	0.5	0.0366723993108426	0.875	0.992252128169256
Multiple Myeloma	insulin detemir	0.5	0.0167088726204978	0.875	0.992252128169256
Multiple Myeloma	insulin glargine	0.5	0.00674400684144831	0.875	0.992252128169256
Multiple Myeloma	insulin glulisine	0.5	0.0261532884066436	0.875	0.992252128169256
Multiple Myeloma	insulin lispro	0.5	0.0366723993108426	0.875	0.992252128169256
Multiple Myeloma	insulin pork	1.06666666666667	0.00415666149165154	0.733333333333333	0.322858363364767
Multiple Myeloma	interferon gamma-1b	1	0.0394374316441617	0.75	0.360314342149885
Multiple Myeloma	ipilimumab	0	0.00326150113975043	1	0.99876963137617
Multiple Myeloma	irinotecan	1	0.027824328306408	0.75	0.360314342149885
Multiple Myeloma	iron	1.21428571428571	0.0384892961067875	0.696428571428573	0.247924144762365
Multiple Myeloma	isoniazid	0.5	6.2855790163971e-07	0.875	0.66284533862856
Multiple Myeloma	ixekizumab	1	0.0279721879854088	0.75	0.360314342149885
Multiple Myeloma	kaletra	0.714285714285714	1.83071656499329e-06	0.821428571428572	0.535014006001463
Multiple Myeloma	kappadione	1	0.00654288104497895	0.75	0.360314342149885
Multiple Myeloma	ketoconazole	0.6	0.000639093810613235	0.85	0.60491808451896
Multiple Myeloma	ketoprofen	0.666666666666667	0.00229319604012675	0.833333333333333	0.985755094398624
Multiple Myeloma	ketorolac	0.5	0.000258382752613057	0.875	0.992252128169256
Multiple Myeloma	keyhole limpet hemocyanin	0	0.000210166811000902	1	0.99876963137617
Multiple Myeloma	lanadelumab	1	0.0424109272029303	0.75	0.952840305984318
Multiple Myeloma	larotrectinib	0.666666666666667	0.0334358488302953	0.833333333333333	0.564472385369498
Multiple Myeloma	lenalidomide	0.25	9.03467114949143e-06	0.9375	0.996908136627915
Multiple Myeloma	lenograstim	0	0.00349731423179354	1	0.99876963137617
Multiple Myeloma	lenvatinib	0.8	0.00911284800770923	0.8	0.481508419323537
Multiple Myeloma	lepirudin	0	0.0109097541318775	1	0.99876963137617
Multiple Myeloma	levofloxacin	0	0.00141806632782734	1	0.99876963137617
Multiple Myeloma	lipegfilgrastim	0	0.00597914259481049	1	0.87280601088719
Multiple Myeloma	lomefloxacin	0	0.00352536455521137	1	0.99876963137617
Multiple Myeloma	lopinavir	0.833333333333333	0.00015328119660803	0.791666666666667	0.460747585570281
Multiple Myeloma	lornoxicam	0.5	0.000698498805661992	0.875	0.66284533862856
Multiple Myeloma	loxoprofen	0.5	0.00433077962790767	0.875	0.66284533862856
Multiple Myeloma	lumiracoxib	0.5	0.00213672229347857	0.875	0.66284533862856
Multiple Myeloma	lyme disease vaccine (recombinant ospa)	0	0.00471639926446519	1	0.87280601088719
Multiple Myeloma	mecasermin	0.5	0.000815256856492514	0.875	0.992252128169256
Multiple Myeloma	mecasermin rinfabate	0.666666666666667	0.0324374535588086	0.833333333333333	0.564472385369498
Multiple Myeloma	meclizine	0.5	0.0014122500698596	0.875	0.66284533862856
Multiple Myeloma	meclofenamic acid	1.2	0.046800210737937	0.7	0.254643125457722
Multiple Myeloma	mefenamic acid	0.5	0.00106004855029048	0.875	0.992252128169256
Multiple Myeloma	meloxicam	0.5	0.00254936277304122	0.875	0.66284533862856
Multiple Myeloma	menadione	1	2.05652149673538e-05	0.75	0.360314342149885
Multiple Myeloma	menthyl salicylate	0.5	0.00176553190011312	0.875	0.992252128169256
Multiple Myeloma	mepolizumab	0	6.0118855005332e-07	1	0.99876963137617
Multiple Myeloma	mesalazine	0.285714285714286	2.01685044151481e-07	0.928571428571428	0.996473726125672
Multiple Myeloma	methionine	1.2	0.00960071556565729	0.7	0.254643125457722
Multiple Myeloma	methotrexate	0.666666666666667	0.0104057373211474	0.833333333333333	0.564472385369498
Multiple Myeloma	midostaurin	0.5	1.13347257202303e-05	0.875	0.66284533862856
Multiple Myeloma	mifamurtide	0.5	0.00545474918213464	0.875	0.66284533862856
Multiple Myeloma	mifepristone	0.75	0.0100239967058344	0.8125	0.512747218920256
Multiple Myeloma	miltefosine	0	0.00398786901845502	1	0.87280601088719
Multiple Myeloma	minocycline	0.571428571428571	0.000234819409188108	0.857142857142857	0.989936758233696
Multiple Myeloma	mitoxantrone	0	0.00232598688366815	1	0.99876963137617
Multiple Myeloma	mogamulizumab	0	0.000832076874799695	1	0.99876963137617
Multiple Myeloma	moxifloxacin	0	0.00683051274587575	1	0.99876963137617
Multiple Myeloma	myrrh	0.666666666666667	0.0280070260189118	0.833333333333333	0.564472385369498
Multiple Myeloma	nabumetone	0.5	0.00119509469813144	0.875	0.66284533862856
Multiple Myeloma	naproxen	0.5	0.00291996759719845	0.875	0.992252128169256
Multiple Myeloma	natalizumab	1	0.000191393586986535	0.75	0.360314342149885
Multiple Myeloma	nepafenac	0.5	0.00099627191927855	0.875	0.66284533862856
Multiple Myeloma	nimesulide	0.5	0.0104328997170267	0.875	0.992252128169256
Multiple Myeloma	nintedanib	0.75	0.000998310815599353	0.8125	0.512747218920256
Multiple Myeloma	nitisinone	1	0.0395176955666127	0.75	0.952840305984318
Multiple Myeloma	norfloxacin	0	0.00683051274587575	1	0.99876963137617
Multiple Myeloma	ofloxacin	0	0.0138285004048304	1	0.99876963137617
Multiple Myeloma	olaratumab	0	0.0118974096752796	1	0.99876963137617
Multiple Myeloma	oleic acid	1	0.00796247088794469	0.75	0.952840305984318
Multiple Myeloma	olsalazine	1	0.00459552068875383	0.75	0.360314342149885
Multiple Myeloma	omeprazole	0.5	0.0392967456035512	0.875	0.992252128169256
Multiple Myeloma	oprelvekin	1	0.0113831003662173	0.75	0.360314342149885
Multiple Myeloma	oxaprozin	0.5	0.00253341447992248	0.875	0.66284533862856
Multiple Myeloma	oxiconazole	0	0.00335695773099728	1	0.87280601088719
Multiple Myeloma	palivizumab	1.11111111111111	0.0037461502800758	0.722222222222223	0.29906004578916
Multiple Myeloma	pamidronic acid	0	0.00292734376276289	1	0.99876963137617
Multiple Myeloma	papain	0	0.00164139135898776	1	0.87280601088719
Multiple Myeloma	parecoxib	0.5	0.0068561674279701	0.875	0.992252128169256
Multiple Myeloma	paricalcitol	0	4.10349678958117e-05	1	0.87280601088719
Multiple Myeloma	pazopanib	0.9	0.00771218584765626	0.775	0.419701209933772
Multiple Myeloma	pefloxacin	0	0.00352536455521137	1	0.99876963137617
Multiple Myeloma	pegfilgrastim	0	0.00304941163103491	1	0.87280601088719
Multiple Myeloma	pheniramine	1	0.0120618728897361	0.75	0.360314342149885
Multiple Myeloma	phenolphthalein	0.75	0.0215184979662846	0.8125	0.512747218920256
Multiple Myeloma	phenyl salicylate	0.5	0.000318717703076414	0.875	0.992252128169256
Multiple Myeloma	phenylalanine	1.14285714285714	0.0042593899549227	0.714285714285715	0.922606004193941
Multiple Myeloma	phenylbutazone	0.666666666666667	0.000403432432184217	0.833333333333333	0.564472385369498
Multiple Myeloma	phylloquinone	1	0.00665279849158869	0.75	0.360314342149885
Multiple Myeloma	pioglitazone	0.75	0.00509893838812012	0.8125	0.980720277500321
Multiple Myeloma	piroxicam	0.5	0.00126364623446393	0.875	0.66284533862856
Multiple Myeloma	plerixafor	0	0.000715686913245223	1	0.99876963137617
Multiple Myeloma	podofilox	0.666666666666667	0.00330463889886463	0.833333333333333	0.985755094398624
Multiple Myeloma	polatuzumab vedotin	0	0.0024046354395365	1	0.99876963137617
Multiple Myeloma	pomalidomide	0	1.88291028258097e-05	1	0.87280601088719
Multiple Myeloma	ponatinib	0.866666666666667	0.0105929885871671	0.783333333333333	0.440122049772769
Multiple Myeloma	pralatrexate	0.5	0.00196618262374812	0.875	0.66284533862856
Multiple Myeloma	pregnenolone	1	0.041285413071154	0.75	0.360314342149885
Multiple Myeloma	probucol	1	0.0255671433159861	0.75	0.360314342149885
Multiple Myeloma	proflavine	0	0.00717830991956877	1	0.99876963137617
Multiple Myeloma	protein s human	0.666666666666667	0.00309229980384122	0.833333333333333	0.564472385369498
Multiple Myeloma	prothrombin	1	0.0338653745921349	0.75	0.360314342149885
Multiple Myeloma	pyrethrum extract	0	0.00743374736811149	1	0.99876963137617
Multiple Myeloma	raltitrexed	1	0.0180828643984474	0.75	0.952840305984318
Multiple Myeloma	ramucirumab	0	4.79183276590321e-07	1	0.99876963137617
Multiple Myeloma	ranibizumab	0	0.00238170331074661	1	0.99876963137617
Multiple Myeloma	regorafenib	0.777777777777778	1.51829641808963e-05	0.805555555555555	0.495389001362327
Multiple Myeloma	reslizumab	0	1.67033272327575e-06	1	0.99876963137617
Multiple Myeloma	resveratrol	0.91304347826087	0.00103415966687559	0.771739130434782	0.411780734594271
Multiple Myeloma	reteplase	0.75	0.0451699715502176	0.8125	0.512747218920256
Multiple Myeloma	rifampicin	0	0.0189114557819594	1	0.87280601088719
Multiple Myeloma	rifaximin	0	0.00335695773099728	1	0.87280601088719
Multiple Myeloma	rilonacept	0	2.14855558743306e-08	1	0.99876963137617
Multiple Myeloma	rilpivirine	0	0.00311383144830878	1	0.99876963137617
Multiple Myeloma	risankizumab	0.5	8.37737477125132e-07	0.875	0.992252128169256
Multiple Myeloma	risedronic acid	0	0.00796870206451385	1	0.99876963137617
Multiple Myeloma	ritonavir	0	0.00415902432047552	1	0.87280601088719
Multiple Myeloma	rofecoxib	0.5	0.0091888719762692	0.875	0.66284533862856
Multiple Myeloma	romidepsin	0.8	0.00316334152339911	0.8	0.481508419323537
Multiple Myeloma	romosozumab	0	2.05229962402625e-07	1	0.99876963137617
Multiple Myeloma	roxithromycin	0	0.00154995973162731	1	0.87280601088719
Multiple Myeloma	ruxolitinib	0.5	0.0108761210269565	0.875	0.66284533862856
Multiple Myeloma	salicylic acid	1	0.00790659158037639	0.75	0.952840305984318
Multiple Myeloma	salsalate	0.5	0.00795017378805589	0.875	0.992252128169256
Multiple Myeloma	sapropterin	1	0.0115279175626111	0.75	0.360314342149885
Multiple Myeloma	sarilumab	0.714285714285714	2.1319785539572e-06	0.821428571428572	0.535014006001463
Multiple Myeloma	secukinumab	1	0.0157127631529373	0.75	0.360314342149885
Multiple Myeloma	siltuximab	0	3.95725046102386e-05	1	0.87280601088719
Multiple Myeloma	silver	1.53846153846154	0.0470771304230307	0.615384615384615	0.127844403318741
Multiple Myeloma	somatrem	0.5	0.0414127227798174	0.875	0.992252128169256
Multiple Myeloma	sorafenib	0.7	8.22966086834696e-05	0.825	0.543886753948152
Multiple Myeloma	sparfloxacin	0	0.0111955979791535	1	0.99876963137617
Multiple Myeloma	sucralfate	1	0.0481681534601392	0.75	0.360314342149885
Multiple Myeloma	sulfamethoxazole	0	0.0145346303296081	1	0.87280601088719
Multiple Myeloma	sulfasalazine	0.7	7.62558275436237e-06	0.825	0.983918895369359
Multiple Myeloma	sulfinpyrazone	0.5	5.99529751934227e-05	0.875	0.66284533862856
Multiple Myeloma	sulindac	1	0.00286640240216279	0.75	0.952840305984318
Multiple Myeloma	sulodexide	1	0.0247936008926504	0.75	0.360314342149885
Multiple Myeloma	sunitinib	0.75	0.0017474368960977	0.8125	0.512747218920256
Multiple Myeloma	suprofen	0.5	0.00183051811547863	0.875	0.66284533862856
Multiple Myeloma	tadalafil	1.5	0.0473823114300797	0.625	0.1389545878388
Multiple Myeloma	tasonermin	0	0.0330205779216542	1	0.99876963137617
Multiple Myeloma	tegafur	0	0.000720233079417193	1	0.99876963137617
Multiple Myeloma	telmisartan	0.5	0.0295976629648428	0.875	0.66284533862856
Multiple Myeloma	tenecteplase	0.818181818181818	0.00114134146583764	0.795454545454546	0.975335517917406
Multiple Myeloma	teniposide	0	0.00502677156175695	1	0.99876963137617
Multiple Myeloma	tenoxicam	0.5	0.00326379846125381	0.875	0.992252128169256
Multiple Myeloma	tetraferric tricitrate decahydrate	0	0.00173907999269577	1	0.99876963137617
Multiple Myeloma	tetryzoline	1	0.0466151774612966	0.75	0.360314342149885
Multiple Myeloma	thalidomide	0.571428571428571	7.40532830719e-05	0.857142857142857	0.621854828761439
Multiple Myeloma	thimerosal	1	0.00751726071941802	0.75	0.952840305984318
Multiple Myeloma	thrombin	1	0.000186400937719389	0.75	0.360314342149885
Multiple Myeloma	thrombin alfa	1	0.000927508608857414	0.75	0.360314342149885
Multiple Myeloma	thrombomodulin alfa	0	7.48597155699176e-06	1	0.99876963137617
Multiple Myeloma	tiaprofenic acid	0.5	0.00900325123168912	0.875	0.992252128169256
Multiple Myeloma	tildrakizumab	0.5	2.89320554265018e-06	0.875	0.992252128169256
Multiple Myeloma	tinzaparin	0.666666666666667	0.00396434658643401	0.833333333333333	0.985755094398624
Multiple Myeloma	tisagenlecleucel	0	0.0024421803791909	1	0.99876963137617
Multiple Myeloma	tocilizumab	0	0.00144282713563041	1	0.87280601088719
Multiple Myeloma	tocofersolan	0	0.00228350859118593	1	0.87280601088719
Multiple Myeloma	tofacitinib	0.5	0.00073118968534514	0.875	0.66284533862856
Multiple Myeloma	tolfenamic acid	0.5	0.00164139135898776	0.875	0.992252128169256
Multiple Myeloma	tolmetin	0.5	0.00201925247033481	0.875	0.992252128169256
Multiple Myeloma	topotecan	1	0.00305459116612374	0.75	0.360314342149885
Multiple Myeloma	tositumomab	1.1	0.00340294387499468	0.725	0.304915215759369
Multiple Myeloma	trastuzumab	1.08333333333333	0.0106596083321415	0.729166666666668	0.313817201599622
Multiple Myeloma	triclosan	0.6	6.55639772696232e-05	0.85	0.60491808451896
Multiple Myeloma	trifluridine	0	0.00865943946137747	1	0.99876963137617
Multiple Myeloma	triflusal	0.75	0.00743309710846585	0.8125	0.980720277500321
Multiple Myeloma	trimethoprim	0.5	0.00257757218287669	0.875	0.66284533862856
Multiple Myeloma	triprolidine	1	0.0304997277935272	0.75	0.360314342149885
Multiple Myeloma	troglitazone	0.888888888888889	0.0219368652021348	0.777777777777778	0.968209306137873
Multiple Myeloma	trolamine salicylate	0.5	0.00223084331636645	0.875	0.992252128169256
Multiple Myeloma	troleandomycin	0	0.00335695773099728	1	0.87280601088719
