disease	drug	proximity	pval	similarity	adjusted_similarity
Albinism, Ocular	olodaterol	1	0.00077846261195297	0.8	0.996770261100136
Albinism, Ocular	ondansetron	2	0.0339807711596247	0.6	0.871098480500969
Albinism, Ocular	orciprenaline	1	7.22039941045998e-06	0.8	0.996770261100136
Albinism, Ocular	ospemifene	1	0.00892913149888449	0.8	0.996770261100136
Albinism, Ocular	paliperidone	2.06666666666667	0.022966745458516	0.586666666666666	0.0244382239125776
Albinism, Ocular	penbutolol	1.75	0.00568159080198389	0.65	0.946142906905284
Albinism, Ocular	pimavanserin	1.5	0.00629042480110117	0.7	0.978572352036343
Albinism, Ocular	pimozide	1.75	0.0309539441954275	0.65	0.946142906905284
Albinism, Ocular	pindolol	1.8	0.00326150113975043	0.64	0.935534563146267
Albinism, Ocular	pipotiazine	1.75	0.014830179898632	0.65	0.946142906905284
Albinism, Ocular	polyestradiol phosphate	1	0.0424109272029303	0.8	0.996770261100136
Albinism, Ocular	pramipexole	1.6	0.00112959374079023	0.68	0.968909575403916
Albinism, Ocular	procaterol	1	0.000143540578803737	0.8	0.996770261100136
Albinism, Ocular	propranolol	1.8	0.00957441187033676	0.64	0.935534563146267
Albinism, Ocular	protokylol	1	4.10349678958117e-05	0.8	0.996770261100136
Albinism, Ocular	quinestrol	1	0.0383141933541994	0.8	0.996770261100136
Albinism, Ocular	ramelteon	1	7.37021501921337e-07	0.8	0.996770261100136
Albinism, Ocular	remdesivir	1	0.000131361752999662	0.8	0.996770261100136
Albinism, Ocular	remoxipride	1.8	0.0211270103272111	0.64	0.935534563146267
Albinism, Ocular	rimonabant	1	0.00228744241797429	0.8	0.996770261100136
Albinism, Ocular	risperidone	2.06666666666667	0.0249381991583186	0.586666666666666	0.0244382239125776
Albinism, Ocular	ritodrine	1	0.000370197764702744	0.8	0.996770261100136
Albinism, Ocular	rotigotine	2	0.0310892630280632	0.6	0.0278268730628609
Albinism, Ocular	selinexor	1	7.22039941045998e-06	0.8	0.996770261100136
Albinism, Ocular	siponimod	1.5	0.00833885150666721	0.7	0.978572352036343
Albinism, Ocular	sulpiride	1.75	0.0107134873628143	0.65	0.946142906905284
Albinism, Ocular	sumatriptan	2	0.0374197740409657	0.6	0.871098480500969
Albinism, Ocular	tasimelteon	1	1.23833326037911e-07	0.8	0.996770261100136
Albinism, Ocular	tetrabenazine	1.5	0.00316457480613991	0.7	0.978572352036343
Albinism, Ocular	thyrotropin alfa	1	1.50545468715739e-05	0.8	0.996770261100136
Albinism, Ocular	tibolone	1	0.0424109272029303	0.8	0.996770261100136
Albinism, Ocular	vilanterol	1	0.00077846261195297	0.8	0.996770261100136
Albinism, Ocular	vitamin a	2.23529411764706	0.0188716042755768	0.552941176470588	0.733323458203057
Albinism, Ocular	zolmitriptan	2	0.0381912224968642	0.6	0.871098480500969
