disease	drug	proximity	pval	similarity	adjusted_similarity
Obsessive-Compulsive Disorder	conivaptan	0	6.28731869651155e-06	1	0.9992861531704
Obsessive-Compulsive Disorder	corticorelin ovine triflutate	0	0.000102277267266951	1	0.624152685159914
Obsessive-Compulsive Disorder	corticotropin	0.5	3.38778616019623e-06	0.875	0.322394795371283
Obsessive-Compulsive Disorder	crisaborole	1.25	0.0297924832060021	0.6875	0.0680023546044209
Obsessive-Compulsive Disorder	cryptenamine	0.4	4.36267631259101e-13	0.9	0.996205634303451
Obsessive-Compulsive Disorder	curcumin	1	0.0313101073868915	0.75	0.119962222250781
Obsessive-Compulsive Disorder	cyclobenzaprine	0.333333333333333	1.19340429926944e-17	0.916666666666667	0.997126609443928
Obsessive-Compulsive Disorder	cyclopentolate	0	2.61754594845754e-08	1	0.9992861531704
Obsessive-Compulsive Disorder	cycrimine	0	2.66209361778306e-05	1	0.9992861531704
Obsessive-Compulsive Disorder	cyproheptadine	0.142857142857143	6.75216412222708e-19	0.964285714285714	0.998702970867341
Obsessive-Compulsive Disorder	cysteamine	0	4.29885397763093e-09	1	0.9992861531704
Obsessive-Compulsive Disorder	dalfampridine	1.5	0.0343302648525133	0.625	0.724677689819847
Obsessive-Compulsive Disorder	danazol	0.4	1.76825303714495e-06	0.9	0.996205634303451
Obsessive-Compulsive Disorder	dapiprazole	0	7.46956290499576e-10	1	0.9992861531704
Obsessive-Compulsive Disorder	darifenacin	0.4	3.92265986597673e-11	0.9	0.996205634303451
Obsessive-Compulsive Disorder	dasatinib	1	0.00396891411316892	0.75	0.955207977575725
Obsessive-Compulsive Disorder	debrisoquine	0	1.64585047604381e-05	1	0.9992861531704
Obsessive-Compulsive Disorder	decamethonium	0.25	5.88944936654206e-12	0.9375	0.997970776510348
Obsessive-Compulsive Disorder	defibrotide	0	1.4827159682415e-08	1	0.9992861531704
Obsessive-Compulsive Disorder	degarelix	0	5.17727971880815e-06	1	0.9992861531704
Obsessive-Compulsive Disorder	demecarium	1	0.00791513391957933	0.75	0.955207977575725
Obsessive-Compulsive Disorder	deserpidine	1	0.0138285004048304	0.75	0.119962222250781
Obsessive-Compulsive Disorder	desflurane	0.5	1.1623366024696e-36	0.875	0.994245566029207
Obsessive-Compulsive Disorder	desipramine	0.428571428571429	1.25636863013324e-28	0.892857142857143	0.995725851382966
Obsessive-Compulsive Disorder	desmopressin	0.333333333333333	1.34926815581621e-12	0.916666666666667	0.997126609443928
Obsessive-Compulsive Disorder	desoxycorticosterone acetate	0	0.00120676130660546	1	0.9992861531704
Obsessive-Compulsive Disorder	desvenlafaxine	0	1.93369815536135e-10	1	0.9992861531704
Obsessive-Compulsive Disorder	deutetrabenazine	1	0.0254008348854052	0.75	0.119962222250781
Obsessive-Compulsive Disorder	dexamethasone	0.6	0.00352536455521137	0.85	0.99128183960671
Obsessive-Compulsive Disorder	dexfenfluramine	0	1.66866349310019e-05	1	0.624152685159914
Obsessive-Compulsive Disorder	dexmedetomidine	0	0.000203834167645093	1	0.624152685159914
Obsessive-Compulsive Disorder	dexmethylphenidate	0	5.75531887509362e-09	1	0.624152685159914
Obsessive-Compulsive Disorder	dextroamphetamine	0.2	9.4553566590356e-14	0.95	0.998353215011679
Obsessive-Compulsive Disorder	dextromethorphan	0.666666666666667	8.57314733871676e-22	0.833333333333333	0.988509095579905
Obsessive-Compulsive Disorder	dextropropoxyphene	0.5	2.18543013999071e-06	0.875	0.994245566029207
Obsessive-Compulsive Disorder	dezocine	0	1.22600666547058e-05	1	0.9992861531704
Obsessive-Compulsive Disorder	diacerein	1.22222222222222	0.00124727767783882	0.694444444444445	0.0725378484998685
Obsessive-Compulsive Disorder	diamorphine	0.5	2.63245158674314e-07	0.875	0.994245566029207
Obsessive-Compulsive Disorder	diazepam	0.25	3.22549050897379e-50	0.9375	0.997970776510348
Obsessive-Compulsive Disorder	dicyclomine	0	9.1205738627744e-06	1	0.9992861531704
Obsessive-Compulsive Disorder	dienestrol	0	0.0170314536518801	1	0.9992861531704
Obsessive-Compulsive Disorder	diethylpropion	0	5.20246804074208e-09	1	0.624152685159914
Obsessive-Compulsive Disorder	diethylstilbestrol	0.666666666666667	0.00248791627656851	0.833333333333333	0.988509095579905
Obsessive-Compulsive Disorder	dihydro-alpha-ergocryptine	0	8.52655134480204e-12	1	0.624152685159914
Obsessive-Compulsive Disorder	dihydroergocornine	0.208333333333333	1.39266027757927e-54	0.947916666666667	0.998294880769792
Obsessive-Compulsive Disorder	dihydroergocristine	0.172413793103448	3.99086540035576e-79	0.956896551724138	0.998532474824845
Obsessive-Compulsive Disorder	dihydroergotamine	0	7.49968507259991e-15	1	0.9992861531704
Obsessive-Compulsive Disorder	diltiazem	1	0.0109406492048093	0.75	0.119962222250781
Obsessive-Compulsive Disorder	dimetindene	0.5	4.5692817791378e-06	0.875	0.994245566029207
Obsessive-Compulsive Disorder	dioxybenzone	0	0.0422812080956923	1	0.9992861531704
Obsessive-Compulsive Disorder	diphemanil	0	0.00123068403131118	1	0.624152685159914
Obsessive-Compulsive Disorder	diphenhydramine	0.5	0.000655432302832112	0.875	0.994245566029207
Obsessive-Compulsive Disorder	diphenidol	0	7.19576067361721e-10	1	0.9992861531704
Obsessive-Compulsive Disorder	diphenoxylate	0	0.000126107624138487	1	0.624152685159914
Obsessive-Compulsive Disorder	diphenylpyraline	0.5	0.000104315524152313	0.875	0.322394795371283
Obsessive-Compulsive Disorder	dipivefrin	0.4	1.50892009334676e-09	0.9	0.996205634303451
Obsessive-Compulsive Disorder	dipyrithione	0.5	0.0383695262982721	0.875	0.994245566029207
Obsessive-Compulsive Disorder	disopyramide	0.875	2.16364414516539e-08	0.78125	0.972957420204397
Obsessive-Compulsive Disorder	disulfiram	1	0.0179535681514496	0.75	0.955207977575725
Obsessive-Compulsive Disorder	dl-methylephedrine	0.555555555555556	8.04294693862601e-10	0.861111111111111	0.992750568385966
Obsessive-Compulsive Disorder	dobutamine	0	3.03359629925794e-10	1	0.9992861531704
Obsessive-Compulsive Disorder	dolasetron	0	9.40038961672002e-06	1	0.9992861531704
Obsessive-Compulsive Disorder	domperidone	0	1.23596771464369e-06	1	0.624152685159914
Obsessive-Compulsive Disorder	donepezil	0.666666666666667	8.05824312369963e-14	0.833333333333333	0.988509095579905
Obsessive-Compulsive Disorder	dopamine	0.133333333333333	1.57063529091898e-35	0.966666666666667	0.99875357776171
Obsessive-Compulsive Disorder	dosulepin	0.4375	1.26538815417888e-25	0.890625	0.995563874189085
Obsessive-Compulsive Disorder	dotatate gallium ga-68	0	0.000656822724557453	1	0.9992861531704
Obsessive-Compulsive Disorder	doxacurium	0	5.97476102772064e-09	1	0.9992861531704
Obsessive-Compulsive Disorder	doxazosin	0.6	2.16736774179785e-07	0.85	0.99128183960671
Obsessive-Compulsive Disorder	doxepin	0.421052631578947	3.11363091219822e-31	0.894736842105263	0.995857676169368
Obsessive-Compulsive Disorder	doxylamine	0.666666666666667	6.20447061794629e-06	0.833333333333333	0.988509095579905
Obsessive-Compulsive Disorder	dronabinol	1	0.00183416264727722	0.75	0.119962222250781
Obsessive-Compulsive Disorder	dronedarone	1.08	1.29676510121252e-09	0.73	0.100400005026927
Obsessive-Compulsive Disorder	droperidol	0	1.32568872944706e-06	1	0.624152685159914
Obsessive-Compulsive Disorder	drospirenone	0.5	0.00342082027641491	0.875	0.994245566029207
Obsessive-Compulsive Disorder	drotaverine	0.5	0.00203456761446014	0.875	0.322394795371283
Obsessive-Compulsive Disorder	droxidopa	0.5	2.57852400231618e-14	0.875	0.994245566029207
Obsessive-Compulsive Disorder	duloxetine	0	3.14632625750429e-07	1	0.624152685159914
Obsessive-Compulsive Disorder	duvelisib	0.5	0.00128517527946956	0.875	0.994245566029207
Obsessive-Compulsive Disorder	dyphylline	1.125	0.000200509234946093	0.71875	0.926686490665369
Obsessive-Compulsive Disorder	ecallantide	1	0.0198172393331742	0.75	0.955207977575725
Obsessive-Compulsive Disorder	edotreotide gallium ga-68	0.25	4.18276370539497e-09	0.9375	0.997970776510348
Obsessive-Compulsive Disorder	edrophonium	1	0.0151664294868651	0.75	0.955207977575725
Obsessive-Compulsive Disorder	elagolix	0	3.11673868818016e-07	1	0.9992861531704
Obsessive-Compulsive Disorder	eletriptan	0	1.70783688436911e-23	1	0.9992861531704
Obsessive-Compulsive Disorder	eluxadoline	0	7.58441326877759e-07	1	0.9992861531704
Obsessive-Compulsive Disorder	emapalumab	1	0.021056092656507	0.75	0.955207977575725
Obsessive-Compulsive Disorder	emedastine	1	0.0261532884066436	0.75	0.119962222250781
Obsessive-Compulsive Disorder	enalapril	1	0.00683051274587574	0.75	0.119962222250781
Obsessive-Compulsive Disorder	enalaprilat	0.5	4.14320863520613e-06	0.875	0.322394795371283
Obsessive-Compulsive Disorder	enflurane	0.473684210526316	3.17735108304027e-37	0.881578947368421	0.994842460818856
Obsessive-Compulsive Disorder	enfortumab vedotin	1	0.0478137356987207	0.75	0.955207977575725
Obsessive-Compulsive Disorder	enoxaparin	1	0.0372238209764287	0.75	0.955207977575725
Obsessive-Compulsive Disorder	enprofylline	0.333333333333333	3.57285545979966e-13	0.916666666666667	0.997126609443928
Obsessive-Compulsive Disorder	entacapone	0	0.00252264449837826	1	0.624152685159914
Obsessive-Compulsive Disorder	entrectinib	0.5	3.35446656106295e-05	0.875	0.994245566029207
Obsessive-Compulsive Disorder	ephedrine	0.25	8.47929079427007e-11	0.9375	0.997970776510348
Obsessive-Compulsive Disorder	epicriptine	0	9.02380895337267e-12	1	0.624152685159914
Obsessive-Compulsive Disorder	epinastine	0.5	5.83330189727807e-11	0.875	0.322394795371283
Obsessive-Compulsive Disorder	epinephrine	0.25	2.70775006091843e-14	0.9375	0.997970776510348
Obsessive-Compulsive Disorder	eplerenone	0	0.000801567195278513	1	0.9992861531704
Obsessive-Compulsive Disorder	eprosartan	0	0.00144282713563041	1	0.624152685159914
Obsessive-Compulsive Disorder	erenumab	1	0.012215751891442	0.75	0.955207977575725
Obsessive-Compulsive Disorder	ergoloid mesylate	0.172413793103448	1.07579592611184e-57	0.956896551724138	0.998532474824845
Obsessive-Compulsive Disorder	ergometrine	0	7.84987776650211e-05	1	0.9992861531704
Obsessive-Compulsive Disorder	ergotamine	0.125	6.57652474398997e-35	0.96875	0.998796238333482
Obsessive-Compulsive Disorder	erythrityl tetranitrate	0	0.000114057481721662	1	0.9992861531704
Obsessive-Compulsive Disorder	escitalopram	0.333333333333333	1.17120649755846e-24	0.916666666666667	0.997126609443928
Obsessive-Compulsive Disorder	esketamine	0.5	9.02766386270421e-09	0.875	0.994245566029207
Obsessive-Compulsive Disorder	esmolol	0	0.00417891429942615	1	0.9992861531704
Obsessive-Compulsive Disorder	estazolam	0.2	2.92959803080437e-41	0.95	0.998353215011679
Obsessive-Compulsive Disorder	estradiol	0.714285714285714	0.0222463200795582	0.821428571428572	0.986010956376044
Obsessive-Compulsive Disorder	estradiol acetate	0.714285714285714	0.0454545969385988	0.821428571428572	0.217805282826841
Obsessive-Compulsive Disorder	estradiol benzoate	0.714285714285714	0.0344020324334682	0.821428571428572	0.217805282826841
Obsessive-Compulsive Disorder	estradiol cypionate	0.714285714285714	0.0486005109833187	0.821428571428572	0.217805282826841
Obsessive-Compulsive Disorder	estradiol dienanthate	0.714285714285714	0.0409277973845161	0.821428571428572	0.217805282826841
Obsessive-Compulsive Disorder	estradiol valerate	0.714285714285714	0.0496549284723628	0.821428571428572	0.217805282826841
Obsessive-Compulsive Disorder	estriol	0	0.0199688854130538	1	0.9992861531704
Obsessive-Compulsive Disorder	eszopiclone	0.230769230769231	3.60682632442867e-34	0.942307692307692	0.998127369439541
Obsessive-Compulsive Disorder	etelcalcetide	1	0.0422008022958238	0.75	0.955207977575725
Obsessive-Compulsive Disorder	ethanol	0.568181818181818	5.60241770625196e-64	0.857954545454546	0.992360279446871
Obsessive-Compulsive Disorder	ethchlorvynol	0.230769230769231	7.23325150260252e-37	0.942307692307692	0.998127369439541
Obsessive-Compulsive Disorder	ethinylestradiol	0.333333333333333	0.0255990515576369	0.916666666666667	0.997126609443928
Obsessive-Compulsive Disorder	etomidate	0.357142857142857	1.82193112793137e-41	0.910714285714286	0.996826559751615
Obsessive-Compulsive Disorder	felbamate	0	5.07309761613176e-07	1	0.9992861531704
Obsessive-Compulsive Disorder	felodipine	1.53846153846154	0.0194739421095727	0.615384615384615	0.691438419433573
Obsessive-Compulsive Disorder	fenfluramine	0	1.94926111398489e-13	1	0.9992861531704
Obsessive-Compulsive Disorder	fenoldopam	0.5	2.84333574579244e-12	0.875	0.322394795371283
Obsessive-Compulsive Disorder	fenoterol	0.333333333333333	0.000572417258668631	0.916666666666667	0.997126609443928
Obsessive-Compulsive Disorder	fentanyl	0	3.22616198923574e-10	1	0.9992861531704
Obsessive-Compulsive Disorder	fesoterodine	0.4	1.36901156680225e-12	0.9	0.996205634303451
Obsessive-Compulsive Disorder	fish oil	1.46153846153846	0.00542714711923278	0.634615384615385	0.0412241086498597
Obsessive-Compulsive Disorder	flavin adenine dinucleotide	1.42307692307692	0.0052307577658669	0.64423076923077	0.0451967436068216
Obsessive-Compulsive Disorder	flavoxate	0	8.06367589753963e-10	1	0.9992861531704
Obsessive-Compulsive Disorder	flecainide	1	0.0356670463015988	0.75	0.955207977575725
Obsessive-Compulsive Disorder	flibanserin	0	3.16212121701315e-09	1	0.624152685159914
Obsessive-Compulsive Disorder	fluciclovine (18f)	0.538461538461538	3.50809638698924e-15	0.865384615384616	0.301757699242809
Obsessive-Compulsive Disorder	fludrocortisone	0	0.000295623581010207	1	0.9992861531704
Obsessive-Compulsive Disorder	flumazenil	0.230769230769231	1.95238829408382e-51	0.942307692307692	0.998127369439541
