disease	drug	proximity	pval	similarity	adjusted_similarity
Multiple Myeloma	mefenamic acid	0.5	0.003388327	0.9	0.745453351
Multiple Myeloma	meloxicam	0.5	0.002875221	0.9	0.745453351
Multiple Myeloma	menthyl salicylate	0.5	0.001107506	0.9	0.745453351
Multiple Myeloma	midostaurin	0.5	3.65E-05	0.9	0.745453351
Multiple Myeloma	mifamurtide	0.5	0.012022188	0.9	0.745453351
Multiple Myeloma	nabumetone	0.5	0.003108545	0.9	0.745453351
Multiple Myeloma	naproxen	0.5	0.005170026	0.9	0.745453351
Multiple Myeloma	nepafenac	0.5	0.001490906	0.9	0.745453351
Multiple Myeloma	nimesulide	0.5	0.012953094	0.9	0.745453351
Multiple Myeloma	omeprazole	0.5	0.011614785	0.9	0.745453351
Multiple Myeloma	oxaprozin	0.5	0.003929716	0.9	0.745453351
Multiple Myeloma	parecoxib	0.5	0.012587014	0.9	0.745453351
Multiple Myeloma	phenyl salicylate	0.5	0.003074739	0.9	0.745453351
Multiple Myeloma	piroxicam	0.5	0.002767067	0.9	0.745453351
Multiple Myeloma	pralatrexate	0.5	0.010019503	0.9	0.745453351
Multiple Myeloma	risankizumab	0.5	0.000158588	0.9	0.745453351
Multiple Myeloma	rofecoxib	0.5	0.004864683	0.9	0.745453351
Multiple Myeloma	ruxolitinib	0.5	0.000143541	0.9	0.745453351
Multiple Myeloma	salsalate	0.5	0.003607356	0.9	0.745453351
Multiple Myeloma	somatrem	0.5	0.013114373	0.9	0.745453351
Multiple Myeloma	sulfinpyrazone	0.5	0.000111639	0.9	0.745453351
Multiple Myeloma	suprofen	0.5	0.002257768	0.9	0.745453351
Multiple Myeloma	tenoxicam	0.5	0.003432658	0.9	0.745453351
Multiple Myeloma	tiaprofenic acid	0.5	0.003613782	0.9	0.745453351
Multiple Myeloma	tildrakizumab	0.5	6.45E-07	0.9	0.745453351
Multiple Myeloma	tofacitinib	0.5	5.90E-05	0.9	0.745453351
Multiple Myeloma	tolfenamic acid	0.5	0.001349898	0.9	0.745453351
Multiple Myeloma	tolmetin	0.5	0.001552521	0.9	0.745453351
Multiple Myeloma	trimethoprim	0.5	0.007326465	0.9	0.745453351
Multiple Myeloma	trolamine salicylate	0.5	0.006028052	0.9	0.745453351
Multiple Myeloma	ustekinumab	0.5	6.08E-05	0.9	0.745453351
Multiple Myeloma	vitamin d	0.5	0.010394165	0.9	0.745453351
Multiple Myeloma	warfarin	0.5	0.016938838	0.9	0.745453351
Multiple Myeloma	foreskin keratinocyte (neonatal)	0.454545455	1.02E-09	0.909090909	0.762315715
Multiple Myeloma	binimetinib	0.4	7.65E-06	0.92	0.781513542
Multiple Myeloma	fenofibric acid	0.4	1.04E-05	0.92	0.781513542
Multiple Myeloma	aminosalicylic acid	0.333333333	0.017031454	0.933333333	0.803425312
Multiple Myeloma	cholesterol	0.333333333	0.000100315	0.933333333	0.803425312
Multiple Myeloma	fedratinib	0.333333333	6.26E-05	0.933333333	0.803425312
Multiple Myeloma	flutamide	0.333333333	0.000475901	0.933333333	0.803425312
Multiple Myeloma	ibalizumab	0.333333333	0.000180856	0.933333333	0.803425312
Multiple Myeloma	mesalazine	0.285714286	2.16E-08	0.942857143	0.818033379
Multiple Myeloma	glucosamine	0.25	2.31E-07	0.95	0.828425373
Multiple Myeloma	lenalidomide	0.25	2.92E-05	0.95	0.828425373
Multiple Myeloma	cantharidin	0	0.003356958	1	0.960022977
Multiple Myeloma	denosumab	0	0.003497314	1	0.960022977
Multiple Myeloma	ibandronate	0	0.0020376	1	0.960022977
Multiple Myeloma	lepirudin	0	0.014299424	1	0.960022977
Multiple Myeloma	pamidronic acid	0	0.001863521	1	0.960022977
Multiple Myeloma	proflavine	0	0.001317948	1	0.960022977
Multiple Myeloma	risedronic acid	0	0.002283509	1	0.960022977
Multiple Myeloma	romosozumab	0	3.92E-07	1	0.960022977
Multiple Myeloma	ximelagatran	0	0.006647588	1	0.960022977
Multiple Myeloma	abiraterone	0	0.00263194	1	0.888400734
Multiple Myeloma	adalimumab	0	0.017409882	1	0.888400734
Multiple Myeloma	alclofenac	0	0.003410393	1	0.888400734
Multiple Myeloma	anakinra	0	0.008674182	1	0.888400734
Multiple Myeloma	argatroban	0	0.007298181	1	0.888400734
Multiple Myeloma	axicabtagene ciloleucel	0	0.003369049	1	0.888400734
Multiple Myeloma	belimumab	0	8.61E-05	1	0.888400734
Multiple Myeloma	bivalirudin	0	0.004394424	1	0.888400734
Multiple Myeloma	brentuximab vedotin	0	8.61E-05	1	0.888400734
Multiple Myeloma	brolucizumab	0	0.003518448	1	0.888400734
Multiple Myeloma	calcifediol	0	0.000778463	1	0.888400734
Multiple Myeloma	calcipotriol	0	0.001296123	1	0.888400734
Multiple Myeloma	canakinumab	0	0.002790208	1	0.888400734
Multiple Myeloma	capecitabine	0	0.006992026	1	0.888400734
Multiple Myeloma	carbocisteine	0	0.018631037	1	0.888400734
Multiple Myeloma	cefazolin	0	7.13E-08	1	0.888400734
Multiple Myeloma	cefdinir	0	0.000380481	1	0.888400734
Multiple Myeloma	cenegermin	0	9.74E-05	1	0.888400734
Multiple Myeloma	certolizumab pegol	0	0.015746521	1	0.888400734
Multiple Myeloma	cholecalciferol	0	7.22E-06	1	0.888400734
Multiple Myeloma	cyclophosphamide	0	0.013785037	1	0.888400734
Multiple Myeloma	dabigatran etexilate	0	0.00846177	1	0.888400734
Multiple Myeloma	dihydrotachysterol	0	7.67E-09	1	0.888400734
Multiple Myeloma	diosmin	0	0.025702176	1	0.888400734
Multiple Myeloma	doxercalciferol	0	0.002281057	1	0.888400734
Multiple Myeloma	dupilumab	0	0.001559133	1	0.888400734
Multiple Myeloma	econazole	0	0.013471296	1	0.888400734
Multiple Myeloma	emapalumab	0	0.000338923	1	0.888400734
Multiple Myeloma	encorafenib	0	0.000294341	1	0.888400734
Multiple Myeloma	enoxacin	0	0.001418066	1	0.888400734
Multiple Myeloma	erlotinib	0	0.004394424	1	0.888400734
Multiple Myeloma	etoricoxib	0	0.003987869	1	0.888400734
Multiple Myeloma	ferric cation	0	0.021056093	1	0.888400734
Multiple Myeloma	finafloxacin	0	0.002281057	1	0.888400734
Multiple Myeloma	floxuridine	0	0.011239905	1	0.888400734
Multiple Myeloma	fluorouracil	0	0.00553636	1	0.888400734
Multiple Myeloma	framycetin	0	0.001717592	1	0.888400734
Multiple Myeloma	ginseng	0	1.70E-07	1	0.888400734
Multiple Myeloma	glatiramer	0	0.00385238	1	0.888400734
Multiple Myeloma	golimumab	0	0.012922929	1	0.888400734
Multiple Myeloma	idarubicin	0	0.003525365	1	0.888400734
Multiple Myeloma	ifosfamide	0	0.011688208	1	0.888400734
Multiple Myeloma	infliximab	0	0.019817239	1	0.888400734
Multiple Myeloma	ipilimumab	0	0.005170419	1	0.888400734
Multiple Myeloma	keyhole limpet hemocyanin	0	0.001099902	1	0.888400734
Multiple Myeloma	lenograstim	0	0.002434748	1	0.888400734
Multiple Myeloma	levofloxacin	0	0.001418066	1	0.888400734
Multiple Myeloma	lipegfilgrastim	0	0.007759452	1	0.888400734
Multiple Myeloma	lomefloxacin	0	0.006830513	1	0.888400734
Multiple Myeloma	lyme disease vaccine (recombinant ospa)	0	0.00948282	1	0.888400734
Multiple Myeloma	mepolizumab	0	1.92E-07	1	0.888400734
Multiple Myeloma	miltefosine	0	0.004065967	1	0.888400734
Multiple Myeloma	mitoxantrone	0	0.034145871	1	0.888400734
Multiple Myeloma	mogamulizumab	0	0.001641391	1	0.888400734
Multiple Myeloma	moxifloxacin	0	0.005026772	1	0.888400734
Multiple Myeloma	norfloxacin	0	0.005026772	1	0.888400734
Multiple Myeloma	ofloxacin	0	0.016317144	1	0.888400734
Multiple Myeloma	olaratumab	0	0.009218427	1	0.888400734
Multiple Myeloma	oxiconazole	0	0.00936616	1	0.888400734
Multiple Myeloma	papain	0	0.001669771	1	0.888400734
Multiple Myeloma	paricalcitol	0	0.000323168	1	0.888400734
Multiple Myeloma	pefloxacin	0	0.006830513	1	0.888400734
Multiple Myeloma	pegfilgrastim	0	0.010212189	1	0.888400734
Multiple Myeloma	plerixafor	0	7.21E-05	1	0.888400734
Multiple Myeloma	polatuzumab vedotin	0	0.012303461	1	0.888400734
Multiple Myeloma	pomalidomide	0	5.83E-06	1	0.888400734
Multiple Myeloma	pyrethrum extract	0	0.009935867	1	0.888400734
Multiple Myeloma	ramucirumab	0	3.09E-09	1	0.888400734
Multiple Myeloma	ranibizumab	0	0.008030012	1	0.888400734
Multiple Myeloma	reslizumab	0	2.85E-05	1	0.888400734
Multiple Myeloma	rifampicin	0	0.013723918	1	0.888400734
Multiple Myeloma	rifaximin	0	0.003442181	1	0.888400734
Multiple Myeloma	rilonacept	0	5.70E-10	1	0.888400734
Multiple Myeloma	rilpivirine	0	0.011059404	1	0.888400734
Multiple Myeloma	ritonavir	0	0.007843667	1	0.888400734
Multiple Myeloma	roxithromycin	0	0.001791382	1	0.888400734
Multiple Myeloma	siltuximab	0	6.91E-05	1	0.888400734
Multiple Myeloma	sparfloxacin	0	0.008828648	1	0.888400734
Multiple Myeloma	sulfamethoxazole	0	0.004394424	1	0.888400734
Multiple Myeloma	tasonermin	0	0.012230816	1	0.888400734
Multiple Myeloma	tegafur	0	0.007917069	1	0.888400734
Multiple Myeloma	teniposide	0	0.003525365	1	0.888400734
Multiple Myeloma	tetraferric tricitrate decahydrate	0	0.004530257	1	0.888400734
Multiple Myeloma	thrombomodulin alfa	0	4.00E-05	1	0.888400734
Multiple Myeloma	tisagenlecleucel	0	0.005903641	1	0.888400734
Multiple Myeloma	tocilizumab	0	0.001827226	1	0.888400734
Multiple Myeloma	tocofersolan	0	0.005776967	1	0.888400734
Multiple Myeloma	trifluridine	0	0.008315298	1	0.888400734
Multiple Myeloma	troleandomycin	0	0.003049412	1	0.888400734
Multiple Myeloma	trovafloxacin	0	0.008929131	1	0.888400734
Multiple Myeloma	tuberculin purified protein derivative	0	0.004716399	1	0.888400734
Multiple Myeloma	upadacitinib	0	0.000323168	1	0.888400734
Multiple Myeloma	valrubicin	0	0.022677194	1	0.888400734
Multiple Myeloma	velaglucerase alfa	0	0.003794467	1	0.888400734
Multiple Myeloma	vemurafenib	0	0.018990157	1	0.888400734
Multiple Myeloma	zidovudine	0	0.002146939	1	0.888400734
